Site_Type,Site_Code,Genus_Code,Species_Code,Cultivar_Code,Species_Latin,Species_Common,Native_SLL,Native_ETF,Invasive,Latitude,Longitude,DBH
S,S46,AM,AMGR,AMGRAB,Amelanchier x grandiflora 'Autumn Brillance',Autumn Brillance Serviceberry,Y,Y,N,45.459462,-73.634815,5.6
S,S46,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,Y,Y,N,45.45957,-73.63509,79.3
S,S46,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,Y,Y,N,45.459664,-73.635343,72.7
S,S46,GL,GLTR,GLTRSU,Gleditsia triacanthos 'Sunburst',Sunburst Honey-Locust,N,Y,N,45.459637,-73.635265,17
S,S46,AC,ACPL,ACPLCO,Acer platanoides 'Columnare',Columnare Norway Maple,N,N,Y,45.459795,-73.635678,15.1
S,S46,QU,QURO,QUROCS,Quercus robur 'Crimson Spire',Quercus robur 'Crimson Spire',N,N,N,45.458636,-73.632773,15.8
S,S46,GL,GLTR,GLTRSH,Gleditsia triacanthos 'Shademaster',Shademaster Honey-Locust,N,Y,N,45.458666,-73.632845,11
S,S46,AC,ACPL,ACPLDE,Acer platanoides 'Deborah',Deborah Norway Maple,N,N,Y,45.459888,-73.636015,35.7
S,S47,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,N,N,N,45.460373,-73.637006,76.3
S,S47,MA,MASY,MASY,Malus sylvestris,Crab Apple,N,N,N,45.460452,-73.637199,22.9
S,S47,MG,MGKO,MGKO,Magnolia Kobus,Magnolia,N,N,N,45.46044,-73.637171,30.1
S,S47,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,Y,Y,N,45.460494,-73.637332,92.2
S,S47,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,Y,Y,N,45.460536,-73.637419,85.1
S,S47,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,N,N,N,45.460561,-73.637508,47.2
S,S47,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,N,N,N,45.460615,-73.637651,67.1
S,S47,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,N,N,N,45.460781,-73.63805,50.7
S,S47,AC,ACPL,ACPLEQ,Acer platanoides 'Emerald Queen',Emerald Queen Norway Maple,N,N,Y,45.460821,-73.638137,34.6
S,S47,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,N,N,N,45.46088,-73.638288,58.7
S,S47,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,N,N,N,45.460942,-73.638454,68.9
S,S47,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,N,N,N,45.461028,-73.638654,97.2
S,S47,AC,ACPL,ACPLDE,Acer platanoides 'Deborah',Deborah Norway Maple,N,N,Y,45.461059,-73.638744,23.3
S,S47,SO,SOXA,SOXA,Sorbus xanthocarpa,Sorbus xanthocarpa,N,N,N,45.461104,-73.638872,7.5
S,S47,SO,SOAU,SOAURS,Sorbus aucuparia 'Rossica',Rossica European Mountain Ash,N,N,N,45.461158,-73.638989,10.2
S,S47,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,N,N,N,45.461288,-73.639318,53.1
S,S47,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,N,N,N,45.461211,-73.639137,69.5
S,S47,AC,ACPL,ACPLCB,Acer platanoides 'Columnarbroad',Parkway Norway Maple,N,N,Y,45.460274,-73.636755,21.6
S,S47,AC,ACPL,ACPL,Acer platanoides,Norway Maple,N,N,Y,45.460247,-73.636665,16.3
S,S47,AC,ACPL,ACPL,Acer platanoides,Norway Maple,N,N,Y,45.460312,-73.636828,29.7
S,S48,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,N,N,N,45.462727,-73.643,62.5
S,S48,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,N,N,N,45.462799,-73.643181,58
S,S48,AC,ACPL,ACPLDE,Acer platanoides 'Deborah',Deborah Norway Maple,N,N,Y,45.462844,-73.643299,38.1
S,S48,AC,ACFR,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,Y,Y,N,45.462893,-73.643435,12.7
S,S48,MA,MACO,MACO,Malus coronaria,Crab Apple,N,Y,N,45.462992,-73.643681,41
S,S48,MA,MACO,MACO,Malus coronaria,Crab Apple,N,Y,N,45.463014,-73.643732,40.9
S,S48,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,N,N,N,45.463073,-73.643905,54.9
S,S48,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,N,N,N,45.463145,-73.644065,65.4
S,S48,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,N,N,N,45.463185,-73.64417,53.6
S,S48,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,N,N,N,45.463221,-73.644265,46.4
S,S48,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,Y,Y,N,45.463301,-73.644461,52.3
S,S48,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,Y,Y,N,45.463319,-73.64453,56.7
S,S48,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,N,N,N,45.463373,-73.644662,63.3
S,S48,PN,PNNI,PNNIAU,Pinus nigra 'Austriaca',Austrian Pine,N,N,N,45.463439,-73.644823,20.3
S,S48,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,N,N,N,45.463481,-73.644937,57.6
S,S48,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,N,N,N,45.463579,-73.645197,64.7
S,S48,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,N,N,N,45.463633,-73.645327,52.7
S,S48,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,N,N,N,45.463687,-73.645461,47.8
S,S48,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,N,N,N,45.463754,-73.645621,66.5
S,S48,AC,ACPL,ACPLEQ,Acer platanoides 'Emerald Queen',Emerald Queen Norway Maple,N,N,Y,45.463816,-73.645772,26
S,S48,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,N,N,N,45.462611,-73.642705,56.7
S,S48,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,N,N,N,45.462665,-73.642839,57.7
S,S49,AC,ACPL,ACPLDE,Acer platanoides 'Deborah',Deborah Norway Maple,N,N,Y,45.461588,-73.640099,32.1
S,S49,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,N,N,N,45.461687,-73.640358,62.7
S,S49,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,N,N,N,45.461732,-73.640458,55.1
S,S49,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,Y,Y,N,45.46179,-73.640618,64
S,S49,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,Y,Y,N,45.461848,-73.640736,55.2
S,S49,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,N,N,N,45.461889,-73.640853,53.5
S,S49,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,N,N,N,45.461965,-73.641048,66.5
S,S49,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,N,N,N,45.462037,-73.641216,55.3
S,S49,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,N,N,N,45.462073,-73.641312,71.9
S,S49,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,N,N,N,45.46218,-73.641584,63.4
S,S49,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,N,N,N,45.46223,-73.641705,71.1
S,S49,AC,ACPL,ACPL,Acer platanoides,Norway Maple,N,N,Y,45.462279,-73.641832,69
S,S5,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,Y,Y,N,45.465292,-73.627844,67.1
S,S5,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,N,N,N,45.465121,-73.627451,46
S,S5,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,Y,Y,N,45.465458,-73.62824,45
S,S5,AC,ACPL,ACPL,Acer platanoides,Norway Maple,N,N,Y,45.465557,-73.628463,44.8
S,S5,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,Y,Y,N,45.465377,-73.628056,60.9
S,S5,AC,ACPL,ACPL,Acer platanoides,Norway Maple,N,N,Y,45.465332,-73.627943,34.9
S,S5,AC,ACPL,ACPL,Acer platanoides,Norway Maple,N,N,Y,45.465418,-73.62815,33.2
S,S5,AC,ACPL,ACPL,Acer platanoides,Norway Maple,N,N,Y,45.465507,-73.628357,35.8
S,S5,AC,ACPL,ACPL,Acer platanoides,Norway Maple,N,N,Y,45.465602,-73.62857,31.4
S,S5,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,N,N,N,45.465817,-73.629034,59.6
S,S5,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,N,N,N,45.465727,-73.628831,46.4
S,S5,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,N,N,N,45.465764,-73.628913,47.6
S,S5,TI,TICO,TICOGR,Tilia cordata 'Greenspire',Greenspire Littleleaf Linden,N,N,N,45.465893,-73.629215,15.4
S,S5,TI,TIAM,TIAMRE,Tilia americana 'Redmond',Redmond American Linden,Y,Y,N,45.465947,-73.629379,12.2
S,S5,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,N,N,N,45.466005,-73.629486,51.1
S,S5,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,Y,Y,N,45.466536,-73.63071,59.5
S,S5,TI,TIAM,TIAM,Tilia americana,Basswood,Y,Y,N,45.466194,-73.629917,50.2
S,S5,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,N,N,N,45.466358,-73.630289,73.5
S,S5,AC,ACPL,ACPLEQ,Acer platanoides 'Emerald Queen',Emerald Queen Norway Maple,N,N,Y,45.466405,-73.630404,27.7
S,S5,PR,PRCE,PRCENE,Prunus cerasifera 'Newport',Prunus cerasifera 'Newport',N,N,N,45.466443,-73.630494,10.8
S,S5,PR,PRCE,PRCENE,Prunus cerasifera 'Newport',Prunus cerasifera 'Newport',N,N,N,45.466487,-73.630602,9.2
S,S50,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,Y,Y,N,45.461085,-73.628168,58
S,S50,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,Y,Y,N,45.461358,-73.628863,45.9
S,S50,FR,FRPE,FRPEPS,Fraxinus pennsylvanica 'Prairies Spires',Prairies Spires Red Ash,Y,Y,N,45.461477,-73.629168,20
S,S50,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,Y,Y,N,45.461574,-73.629408,85.4
S,S50,FR,FRPE,FRPEPS,Fraxinus pennsylvanica 'Prairies Spires',Prairies Spires Red Ash,Y,Y,N,45.461683,-73.629694,22.6
S,S50,MA,MASC,MASCRJ,Malus × scheideckeri 'Red Jade,Red jade Crab Apple,N,N,N,45.461919,-73.630282,23.5
S,S50,FR,FRPE,FRPESU,Fraxinus pennsylvanica 'Summit',Summit Red Ash,Y,Y,N,45.462004,-73.63053,26.9
S,S50,FR,FRPE,FRPEPS,Fraxinus pennsylvanica 'Prairies Spires',Prairies Spires Red Ash,Y,Y,N,45.462063,-73.630674,20.9
S,S50,AC,ACPL,ACPLCO,Acer platanoides 'Columnare',Columnare Norway Maple,N,N,Y,45.462103,-73.630769,36.7
S,S50,AC,ACPL,ACPL,Acer platanoides,Norway Maple,N,N,Y,45.462283,-73.631229,37.8
S,S51,GI,GIBI,GIBI,Ginkgo biloba,Maidenhair Tree,N,N,N,45.465668,-73.640707,22.9
S,S51,GI,GIBI,GIBI,Ginkgo biloba,Maidenhair Tree,N,N,N,45.465727,-73.640873,25.3
S,S51,AC,ACPL,ACPL,Acer platanoides,Norway Maple,N,N,Y,45.465839,-73.641148,63.4
S,S51,AC,ACPL,ACPL,Acer platanoides,Norway Maple,N,N,Y,45.465884,-73.641267,76.5
S,S51,FR,FRPE,FRPESU,Fraxinus pennsylvanica 'Summit',Summit Red Ash,Y,Y,N,45.465951,-73.641415,26.3
S,S51,TI,TITO,TITO,Tilia tomentosa,Silver Linden,N,N,N,45.466015,-73.641603,6.4
S,S51,LQ,LQST,LQSTMO,Liquidambar styraciflua 'Moraine',Moraine Sweetgum,N,Y,N,45.466051,-73.641696,5.2
S,S51,AC,ACPL,ACPLEQ,Acer platanoides 'Emerald Queen',Emerald Queen Norway Maple,N,N,Y,45.466162,-73.641982,19.9
S,S51,TI,TICO,TICOCO,Tilia cordata 'Corzam',Corinthian Littleleaf Linden,N,N,N,45.466202,-73.642098,5.3
S,S51,QU,QUAL,QUAL,Quercus alba,White Oak,Y,Y,N,45.46626,-73.642243,6
S,S51,AE,AEGL,AEGL,Aesculus glabra,Ohio Buckeye,N,Y,N,45.466309,-73.642367,5.7
S,S51,AC,ACPL,ACPLCO,Acer platanoides 'Columnare',Columnare Norway Maple,N,N,Y,45.466368,-73.642528,198.6
S,S51,AC,ACPL,ACPL,Acer platanoides,Norway Maple,N,N,Y,45.466413,-73.642635,77.3
S,S51,AC,ACPL,ACPL,Acer platanoides,Norway Maple,N,N,Y,45.466476,-73.642802,51.3
S,S51,AC,ACPL,ACPL,Acer platanoides,Norway Maple,N,N,Y,45.466516,-73.642908,81.1
S,S51,AC,ACPL,ACPL,Acer platanoides,Norway Maple,N,N,Y,45.466641,-73.643232,71.1
S,S51,AC,ACFR,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,Y,Y,N,45.4667,-73.643375,33
S,S51,AC,ACFR,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,Y,Y,N,45.46674,-73.643494,38.3
S,S51,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,Y,Y,N,45.465489,-73.640263,6.2
S,S52,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,Y,Y,N,45.464408,-73.637434,64
S,S52,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,Y,Y,N,45.464516,-73.637714,63.3
S,S52,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,Y,Y,N,45.464547,-73.637807,49.7
S,S52,CE,CEOC,CEOC,Celtis occidentalis,Common Hackberry,Y,Y,N,45.464641,-73.638046,37.3
S,S52,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,Y,Y,N,45.464717,-73.638253,52.1
S,S52,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,Y,Y,N,45.464749,-73.63833,58.4
S,S52,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,Y,Y,N,45.464803,-73.63848,64.9
S,S52,PI,PIPU,PIPUGL,Picea pungens 'Glauca',Glauca Blue Spruce,N,N,N,45.46487,-73.63865,56.4
S,S52,GI,GIBI,GIBI,Ginkgo biloba,Maidenhair Tree,N,N,N,45.464964,-73.638887,5.2
S,S52,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,Y,Y,N,45.465018,-73.639014,60
S,S52,QU,QURU,QURU,Quercus rubra,Red Oak,Y,Y,N,45.465058,-73.639146,5.1
S,S52,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,Y,Y,N,45.465161,-73.639414,59.9
S,S52,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,Y,Y,N,45.465229,-73.639571,62.2
S,S52,UL,ULPU,ULPU,Ulmus pumila,Siberian Elm,N,N,Y,45.46535,-73.639884,91.9
S,S52,UL,ULPU,ULPU,Ulmus pumila,Siberian Elm,N,N,Y,45.46539,-73.639973,78.3
S,S53,GI,GIBI,GIBI,Ginkgo biloba,Maidenhair Tree,N,N,N,45.460999,-73.628409,41.5
S,S53,GI,GIBI,GIBI,Ginkgo biloba,Maidenhair Tree,N,N,N,45.461048,-73.628529,37.8
S,S53,GI,GIBI,GIBI,Ginkgo biloba,Maidenhair Tree,N,N,N,45.46108,-73.628612,33.4
S,S53,FR,FRPE,FRPEPS,Fraxinus pennsylvanica 'Prairies Spires',Prairies Spires Red Ash,Y,Y,N,45.461118,-73.628707,22
S,S53,FR,FRPE,FRPEPS,Fraxinus pennsylvanica 'Prairies Spires',Prairies Spires Red Ash,Y,Y,N,45.46117,-73.628836,18
S,S53,FR,FRPE,FRPEPS,Fraxinus pennsylvanica 'Prairies Spires',Prairies Spires Red Ash,Y,Y,N,45.461224,-73.628977,23.2
S,S53,AC,ACPL,ACPLCK,Acer platanoides 'Crimson King',Crimson King Norway Maple,N,N,Y,45.461322,-73.629247,53.2
S,S53,FR,FRPE,FRPEPS,Fraxinus pennsylvanica 'Prairies Spires',Prairies Spires Red Ash,Y,Y,N,45.461379,-73.629378,18.8
S,S53,AC,ACPL,ACPL,Acer platanoides,Norway Maple,N,N,Y,45.461475,-73.629636,68.1
S,S53,AC,ACPL,ACPLCO,Acer platanoides 'Columnare',Columnare Norway Maple,N,N,Y,45.461546,-73.629799,33.2
S,S53,AC,ACPL,ACPLCO,Acer platanoides 'Columnare',Columnare Norway Maple,N,N,Y,45.461726,-73.630262,32.6
S,S54,PI,PIPU,PIPU,Picea pungens,Colorado Spruce,N,N,N,45.463291,-73.634495,52.2
S,S54,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,Y,Y,N,45.463309,-73.634597,94.2
S,S54,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,Y,Y,N,45.463399,-73.634845,69.4
S,S54,PI,PIRU,PIRU,Picea rubens,Red Spruce,N,N,N,45.463471,-73.634986,24
S,S54,AC,ACPL,ACPL,Acer platanoides,Norway Maple,N,N,Y,45.463574,-73.635271,46.8
S,S54,AC,ACPL,ACPL,Acer platanoides,Norway Maple,N,N,Y,45.463686,-73.635574,62.4
S,S54,AC,ACPL,ACPL,Acer platanoides,Norway Maple,N,N,Y,45.46378,-73.635815,49.1
S,S54,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,Y,Y,N,45.463811,-73.635901,55.1
S,S54,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,Y,Y,N,45.463861,-73.636021,58.3
S,S54,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,N,Y,N,45.463839,-73.63597,5.6
S,S54,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,Y,Y,N,45.464193,-73.636884,63.3
S,S54,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,Y,Y,N,45.464229,-73.63698,82
S,S54,PI,PIGL,PIGL,Picea glauca,White Spruce,Y,Y,N,45.464121,-73.636659,16.6
S,S54,QU,QURO,QUROFA,Quercus robur 'Fastigiata',Fastigiate English Oak,N,N,N,45.464168,-73.636817,6.1
S,S54,AC,ACMI,ACMIMO,Acer miyabei 'Morton' (State Street TM),Acer miyabei Morton (State Street),N,N,N,45.463178,-73.634656,7.8
S,S54,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,Y,Y,N,45.46325,-73.634834,50.5
S,S54,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,Y,Y,N,45.46334,-73.635065,78.9
S,S54,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,Y,Y,N,45.463403,-73.635235,57.7
S,S54,UL,ULMO,ULXXMO,Ulmus x 'Morton' (Accolade TM),Morton (Accolade TM) Elm,N,N,N,45.463492,-73.635473,9.1
S,S54,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,Y,Y,N,45.463533,-73.635583,75.2
S,S54,PI,PIPU,PIPUKO,Picea pungens 'Koster',Koster's Blue Spruce,N,N,N,45.463569,-73.635717,39.4
S,S54,AC,ACGI,ACGIFL,Acer ginnala 'Flame',Flame Armur Maple,N,N,Y,45.463618,-73.635794,6.4
S,S54,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,Y,Y,N,45.463856,-73.636392,43.1
S,S54,CE,CEOC,CEOC,Celtis occidentalis,Common Hackberry,Y,Y,N,45.463874,-73.636487,28.1
S,S54,AC,ACPL,ACPL,Acer platanoides,Norway Maple,N,N,Y,45.463968,-73.636704,65.4
S,S54,PI,PIRU,PIRU,Picea rubens,Red Spruce,Y,Y,N,45.464103,-73.63705,15.5
S,S54,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,Y,Y,N,45.463048,-73.634309,114.4
S,S54,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,Y,Y,N,45.463134,-73.634572,103.4
S,S55,AC,ACPL,ACPL,Acer platanoides,Norway Maple,N,N,Y,45.465403,-73.640434,63.3
S,S55,LI,LITU,LITU,Liriodendron tulipifera,Tulip Tree,N,Y,N,45.465596,-73.640926,5.2
S,S55,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,Y,Y,N,45.465793,-73.64147,65.4
S,S55,MA,MACE,MAXXCE,Malus x Centurion®,Centurion® Crab Apple,N,N,N,45.465933,-73.641816,7.7
S,S55,TH,THOC,THOCFA,Thuja occidentalis 'Fastigiata',Pyramidal Arborvitae,Y,Y,N,45.465915,-73.641773,12.3
S,S55,QU,QUPA,QUPA,Quercus palustrus,Pin Oak,N,Y,N,45.465959,-73.64189,8.4
S,S55,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,Y,Y,N,45.466246,-73.642623,43.4
S,S55,AC,ACPL,ACPL,Acer platanoides,Norway Maple,N,N,Y,45.466296,-73.642756,55
S,S55,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,N,Y,N,45.46634,-73.642876,21.8
S,S55,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,Y,Y,N,45.466399,-73.643037,72.6
S,S55,AC,ACPL,ACPL,Acer platanoides,Norway Maple,N,N,Y,45.466444,-73.64315,63.6
S,S55,AC,ACPL,ACPL,Acer platanoides,Norway Maple,N,N,Y,45.466565,-73.643458,69.6
S,S55,AC,ACGI,ACGIRS,Acer ginnala 'Ruby Slippers',Ruby Slippers Ginnala Maple,N,N,Y,45.466504,-73.6433,5.5
S,S55,AC,ACPL,ACPL,Acer platanoides,Norway Maple,N,N,Y,45.466614,-73.643585,61.8
S,S55,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,Y,Y,N,45.466668,-73.643704,65.3
S,S55,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,Y,Y,N,45.466665,-73.643719,42.5
S,S56,AC,ACPL,ACPL,Acer platanoides,Norway Maple,N,N,Y,45.464277,-73.637495,71.8
S,S56,AC,ACPL,ACPLDE,Acer platanoides 'Deborah',Deborah Norway Maple,N,N,Y,45.464354,-73.637689,29
S,S56,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,Y,Y,N,45.464399,-73.6378,49.4
S,S56,UL,ULWI,ULWIPR,Ulmus wilsoniana 'Prospector',Prospector's Elm,N,N,N,45.464418,-73.637869,12.4
S,S56,CP,CPCA,CPCA,Carpinus caroliniana,Blue-beech,Y,Y,N,45.464458,-73.637967,5.5
S,S56,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,Y,Y,N,45.46466,-73.638543,76.5
S,S56,AC,ACPL,ACPL,Acer platanoides,Norway Maple,N,N,Y,45.464798,-73.638856,45.5
S,S56,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,Y,Y,N,45.46482,-73.63891,56.3
S,S56,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,Y,Y,N,45.464865,-73.639034,65.5
S,S56,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,Y,Y,N,45.464905,-73.639127,56
S,S56,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,Y,Y,N,45.464973,-73.639297,58.7
S,S56,AC,ACTA,ACTA,Acer tataricum,Tartarian Maple,N,N,N,45.465067,-73.639565,10.3
S,S56,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,Y,Y,N,45.465097,-73.639683,103.3
S,S56,AC,ACPL,ACPLCO,Acer platanoides 'Columnare',Columnare Norway Maple,N,N,Y,45.465264,-73.64014,57.6
S,S57,AC,ACPL,ACPL,Acer platanoides,Norway Maple,N,N,Y,45.459458,-73.645568,70.5
S,S57,AC,ACPL,ACPL,Acer platanoides,Norway Maple,N,N,Y,45.459525,-73.645733,57.6
S,S57,AC,ACPL,ACPLDE,Acer platanoides 'Deborah',Deborah Norway Maple,N,N,Y,45.459597,-73.645923,29
S,S57,TI,TIAM,TIAMLI,Tilia a. Lincoln,Tilia a. Lincoln,Y,Y,N,45.459651,-73.646075,6.8
S,S57,AC,ACPL,ACPLDE,Acer platanoides 'Deborah',Deborah Norway Maple,N,N,Y,45.459713,-73.646228,31.2
S,S57,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,Y,Y,N,45.459843,-73.64658,86.9
S,S57,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,Y,Y,N,45.45992,-73.646751,33.1
S,S57,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,Y,Y,N,45.459973,-73.646911,95
S,S57,AC,ACPL,ACPL,Acer platanoides,Norway Maple,N,N,Y,45.460108,-73.647247,61.9
S,S57,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,Y,Y,N,45.460157,-73.647375,57.6
S,S57,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,Y,Y,N,45.460211,-73.647511,53.3
S,S57,QU,QURU,QURU,Quercus rubra,Red Oak,Y,Y,N,45.460269,-73.647655,18.2
S,S57,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,Y,Y,N,45.460337,-73.647846,66.1
S,S57,AC,ACPL,ACPLDE,Acer platanoides 'Deborah',Deborah Norway Maple,N,N,Y,45.460467,-73.648178,28.1
S,S57,CT,CTSP,CTSP,Catalpa speciosa,Western Catalpa,N,Y,N,45.460523,-73.648335,12.5
S,S57,AC,ACPL,ACPL,Acer platanoides,Norway Maple,N,N,Y,45.459359,-73.645286,62.9
S,S57,AC,ACPL,ACPLCB,Acer platanoides 'Columnarbroad',Parkway Norway Maple,N,N,Y,45.459337,-73.645242,41.2
S,S58,CE,CEOC,CEOC,Celtis occidentalis,Common Hackberry,Y,Y,N,45.45935,-73.645702,31.8
S,S58,AC,ACPL,ACPL,Acer platanoides,Norway Maple,N,N,Y,45.459628,-73.646448,68.4
S,S58,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,Y,Y,N,45.459686,-73.646593,102.3
S,S58,AC,ACPL,ACPL,Acer platanoides,Norway Maple,N,N,Y,45.459767,-73.646803,46.4
S,S58,GL,GLTR,GLTRSH,Gleditsia triacanthos 'Shademaster',Shademaster Honey-Locust,N,Y,N,45.459888,-73.647111,5.9
S,S58,MA,MARS,MAXXRS,Malus x 'Rosseau',Rosseau Crab Apple,N,N,N,45.459936,-73.647243,5.4
S,S58,AC,ACPL,ACPL,Acer platanoides,Norway Maple,N,N,Y,45.460152,-73.647813,61.8
S,S58,AC,ACPL,ACPL,Acer platanoides,Norway Maple,N,N,Y,45.460287,-73.64814,69.8
S,S58,AC,ACPL,ACPL,Acer platanoides,Norway Maple,N,N,Y,45.459179,-73.645269,101.7
S,S59,CG,CGPU,CGPU,Crataegus Punctata,Dotted Hawthorn,Y,Y,N,45.45975,-73.631602,32.5
S,S59,CG,CGMO,CGMOSN,Crataegus x mordenensis 'Snowbird',Snowbird Hawthorn,N,N,N,45.459834,-73.63183,34.5
S,S59,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,N,Y,N,45.459933,-73.632072,44.2
S,S59,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,Y,Y,N,45.46,-73.63225,89
S,S59,GL,GLTR,GLTRIM,Gleditsia triacanthos 'Imperial',Imperial Honey-Locust,N,Y,N,45.460117,-73.632566,47.9
S,S59,GL,GLTR,GLTRIM,Gleditsia triacanthos 'Imperial',Imperial Honey-Locust,N,Y,N,45.460166,-73.632693,48.5
S,S59,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,N,Y,N,45.46022,-73.632829,24.2
